kjv_rid,bhs_rid,gnt_rid,lxx_rid,vul_rid
087018007,087018007,"",087018007,087018007
087018008,087018008,"",087018008,087018008
087018009,087018009,"",087018009,087018009
087018010,087018010,"",087018010,087018010
087018011,087018011,"",087018011,087018011
087018012,087018012,"",087018012,087018012
087018013,087018013,"",087018013,087018013
087018014,087018014,"",087018014,087018014
087018015,087018015,"",087018015,087018015
087019001,087019001,"",087019001,087019001
087019002,087019002,"",087019002,087019002
087019003,087019003,"",087019003,087019003
087019004,087019004,"",087019004,087019004
087019005,087019005,"",087019005,087019005
087019006,087019006,"",087019006,087019006
087019007,087019007,"",087019007,087019007
087019008,087019008,"",087019008,087019008
087019009,087019009,"",087019009,087019009
087019010,087019010,"",087019010,087019010
087020001,087020001,"",087020001,087020001
087020002,087020002,"",087020002,087020002
087020003,087020003,"",087020003,087020003
087020004,087020004,"",087020004,087020004
087020005,087020005,"",087020005,087020005
087020006,087020006,"",087020006,087020006
087020007,087020007,"",087020007,087020007
087020008,087020008,"",087020008,087020008
087020009,087020009,"",087020009,087020009
087020010,087020010,"",087020010,087020010
087020011,087020011,"",087020011,087020011
087020012,087020012,"",087020012,087020012
087020013,087020013,"",087020013,087020013
087020014,087020014,"",087020014,087020014
087021001,087021001,"",087021001,087021001
087021002,087021002,"",087021002,087021002
087021003,087021003,"",087021003,087021003
087021004,087021004,"",087021004,087021004
087021005,087021005,"",087021005,087021005
087021006,087021006,"",087021006,087021006
087021007,087021007,"",087021007,087021007
087021008,087021008,"",087021008,087021008
087021009,087021009,"",087021009,087021009
087021010,087021010,"",087021010,087021010
087021011,087021011,"",087021011,087021011
087021012,087021012,"",087021012,087021012
087021013,087021013,"",087021013,087021013
087021014,087021014,"",087021014,087021014
087021015,087021015,"",087021015,087021015
087021016,087021016,"",087021016,087021016
087021017,087021017,"",087021017,087021017
087021018,087021018,"",087021018,087021018
087021019,087021019,"",087021019,087021019
087021020,087021020,"",087021020,087021020
087021021,087021021,"",087021021,087021021
087021022,087021022,"",087021022,087021022
087021023,087021023,"",087021023,087021023
087021024,087021024,"",087021024,087021024
087021025,087021025,"",087021025,087021025
087021026,087021026,"",087021026,087021026
087021027,087021027,"",087021027,087021027
087021028,087021028,"",087021028,087021028
087021029,087021029,"",087021029,087021029
087021030,087021030,"",087021030,087021030
087021031,087021031,"",087021031,087021031
087021032,087021032,"",087021032,087021032
087022001,087022001,"",087022001,087022001
087022002,087022002,"",087022002,087022002
087022003,087022003,"",087022003,087022003
087022004,087022004,"",087022004,087022004
087022005,087022005,"",087022005,087022005
087022006,087022006,"",087022006,087022006
087023001,087023001,"",087023001,087023001
087023002,087023002,"",087023002,087023002
087023003,087023003,"",087023003,087023003
087023004,087023004,"",087023004,087023004
087023005,087023005,"",087023005,087023005
087023006,087023006,"",087023006,087023006
087023007,087023007,"",087023007,087023007
087023008,087023008,"",087023008,087023008
087023009,087023009,"",087023009,087023009
087023010,087023010,"",087023010,087023010
087024001,087024001,"",087024001,087024001
087024002,087024002,"",087024002,087024002
087024003,087024003,"",087024003,087024003
087024004,087024004,"",087024004,087024004
087024005,087024005,"",087024005,087024005
087024006,087024006,"",087024006,087024006
087024007,087024007,"",087024007,087024007
087024008,087024008,"",087024008,087024008
087024009,087024009,"",087024009,087024009
087024010,087024010,"",087024010,087024010
087024011,087024011,"",087024011,087024011
087024012,087024012,"",087024012,087024012
087024013,087024013,"",087024013,087024013
087024014,087024014,"",087024014,087024014
087024015,087024015,"",087024015,087024015
087024016,087024016,"",087024016,087024016
087024017,087024017,"",087024017,087024017
087024018,087024018,"",087024018,087024018
087024019,087024019,"",087024019,087024019
087024020,087024020,"",087024020,087024020
087024021,087024021,"",087024021,087024021
087024022,087024022,"",087024022,087024022
087025001,087025001,"",087025001,087025001
087025002,087025002,"",087025002,087025002
087025003,087025003,"",087025003,087025003
087025004,087025004,"",087025004,087025004
087025005,087025005,"",087025005,087025005
087025006,087025006,"",087025006,087025006
087025007,087025007,"",087025007,087025007
087025008,087025008,"",087025008,087025008
087025009,087025009,"",087025009,087025009
087025010,087025010,"",087025010,087025010
087025011,087025011,"",087025011,087025011
087025012,087025012,"",087025012,087025012
087026001,087026001,"",087026001,087026001
087026002,087026002,"",087026002,087026002
087026003,087026003,"",087026003,087026003
087026004,087026004,"",087026004,087026004
087026005,087026005,"",087026005,087026005
087026006,087026006,"",087026006,087026006
087026007,087026007,"",087026007,087026007
087026008,087026008,"",087026008,087026008
087026009,087026009,"",087026009,087026009
087026010,087026010,"",087026010,087026010
087026011,087026011,"",087026011,087026011
087026012,087026012,"",087026012,087026012
087026013,087026013,"",087026013,087026013
087026014,087026014,"",087026014,087026014
087027001,087027001,"",087027001,087027001
087027002,087027002,"",087027002,087027002
087027003,087027003,"",087027003,087027003
087027004,087027004,"",087027004,087027004
087027005,087027005,"",087027005,087027005
087027006,087027006,"",087027006,087027006
087027007,087027007,"",087027007,087027007
087027008,087027008,"",087027008,087027008
087027009,087027009,"",087027009,087027009
087028001,087028001,"",087028001,087028001
087028002,087028002,"",087028002,087028002
087028003,087028003,"",087028003,087028003
087028004,087028004,"",087028004,087028004
087028005,087028005,"",087028005,087028005
087028006,087028006,"",087028006,087028006
087028007,087028007,"",087028007,087028007
087028008,087028008,"",087028008,087028008
087028009,087028009,"",087028009,087028009
087028010,087028010,"",087028010,087028010
087028011,087028011,"",087028011,087028011
087029001,087029001,"",087029001,087029001
087029002,087029002,"",087029002,087029002
087029003,087029003,"",087029003,087029003
087029004,087029004,"",087029004,087029004
087029005,087029005,"",087029005,087029005
087029006,087029006,"",087029006,087029006
087029007,087029007,"",087029007,087029007
087029008,087029008,"",087029008,087029008
087029009,087029009,"",087029009,087029009
087029010,087029010,"",087029010,087029010
087029011,087029011,"",087029011,087029011
087029012,087029012,"",087029012,087029012
087029013,087029013,"",087029013,087029013
087030001,087030001,"",087030001,087030001
087030002,087030002,"",087030002,087030002
087030003,087030003,"",087030003,087030003
087030004,087030004,"",087030004,087030004
087030005,087030005,"",087030005,087030005
087030006,087030006,"",087030006,087030006
087030007,087030007,"",087030007,087030007
087030008,087030008,"",087030008,087030008
087030009,087030009,"",087030009,087030009
087030010,087030010,"",087030010,087030010
087030011,087030011,"",087030011,087030011
087030012,087030012,"",087030012,087030012
087030013,087030013,"",087030013,087030013
087030014,087030014,"",087030014,087030014
087030015,087030015,"",087030015,087030015
087030016,087030016,"",087030016,087030016
087030017,087030017,"",087030017,087030017
087030018,087030018,"",087030018,087030018
087030019,087030019,"",087030019,087030019
087030020,087030020,"",087030020,087030020
087030021,087030021,"",087030021,087030021
087030022,087030022,"",087030022,087030022
087030023,087030023,"",087030023,087030023
087030024,087030024,"",087030024,087030024
087030025,087030025,"",087030025,087030025
087031001,087031001,"",087031001,087031001
087031002,087031002,"",087031002,087031002
087031003,087031003,"",087031003,087031003
087031004,087031004,"",087031004,087031004
087031005,087031005,"",087031005,087031005
087031006,087031006,"",087031006,087031006
087031007,087031007,"",087031007,087031007
087031008,087031008,"",087031008,087031008
087031009,087031009,"",087031009,087031009
087031010,087031010,"",087031010,087031010
087031011,087031011,"",087031011,087031011
087032001,087032001,"",087032001,087032001
087032002,087032002,"",087032002,087032002
087032003,087032003,"",087032003,087032003
087032004,087032004,"",087032004,087032004
087032005,087032005,"",087032005,087032005
087032006,087032006,"",087032006,087032006
087032007,087032007,"",087032007,087032007
087032008,087032008,"",087032008,087032008
087032009,087032009,"",087032009,087032009
087032010,087032010,"",087032010,087032010
087032011,087032011,"",087032011,087032011
087032012,087032012,"",087032012,087032012
087032013,087032013,"",087032013,087032013
087032014,087032014,"",087032014,087032014
087032015,087032015,"",087032015,087032015
087032016,087032016,"",087032016,087032016
087032017,087032017,"",087032017,087032017
087032018,087032018,"",087032018,087032018
087032019,087032019,"",087032019,087032019
087032020,087032020,"",087032020,087032020
087032021,087032021,"",087032021,087032021
087032022,087032022,"",087032022,087032022
087033001,087033001,"",087033001,087033001
087033002,087033002,"",087033002,087033002
087033003,087033003,"",087033003,087033003
087033004,087033004,"",087033004,087033004
087033005,087033005,"",087033005,087033005
087033006,087033006,"",087033006,087033006
087033007,087033007,"",087033007,087033007
087033008,087033008,"",087033008,087033008
087033009,087033009,"",087033009,087033009
087033010,087033010,"",087033010,087033010
087033011,087033011,"",087033011,087033011
087033012,087033012,"",087033012,087033012
087033013,087033013,"",087033013,087033013
087033014,087033014,"",087033014,087033014
087033015,087033015,"",087033015,087033015
087033016,087033016,"",087033016,087033016
087033017,087033017,"",087033017,087033017
087033018,087033018,"",087033018,087033018
087033019,087033019,"",087033019,087033019
087033020,087033020,"",087033020,087033020
087033021,087033021,"",087033021,087033021
087033022,087033022,"",087033022,087033022
087033023,087033023,"",087033023,087033023
087034001,087034001,"",087034001,087034001
087034002,087034002,"",087034002,087034002
087034003,087034003,"",087034003,087034003
087034004,087034004,"",087034004,087034004
087034005,087034005,"",087034005,087034005
087034006,087034006,"",087034006,087034006
087034007,087034007,"",087034007,087034007
087034008,087034008,"",087034008,087034008
087034009,087034009,"",087034009,087034009
087034010,087034010,"",087034010,087034010
087034011,087034011,"",087034011,087034011
087034012,087034012,"",087034012,087034012
087034013,087034013,"",087034013,087034013
087034014,087034014,"",087034014,087034014
087034015,087034015,"",087034015,087034015
087034016,087034016,"",087034016,087034016
087034017,087034017,"",087034017,087034017
087034018,087034018,"",087034018,087034018
087034019,087034019,"",087034019,087034019
087034020,087034020,"",087034020,087034020
087034021,087034021,"",087034021,087034021
087034022,087034022,"",087034022,087034022
087034023,087034023,"",087034023,087034023
087034024,087034024,"",087034024,087034024
087034025,087034025,"",087034025,087034025
087034026,087034026,"",087034026,087034026
087034027,087034027,"",087034027,087034027
087034028,087034028,"",087034028,087034028
087035001,087035001,"",087035001,087035001
